CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;51;108;68;154
01:00;47;245;163;296
02:00;41;247;164;292
03:00;42;245;156;280
04:00;42;226;174;308
05:00;45;227;164;295
06:00;53;219;215;381
07:00;63;221;311;538
08:00;64;236;312;540
09:00;75;210;331;581
10:00;68;225;255;457
11:00;97;237;361;648
12:00;85;262;284;519
13:00;84;239;195;382
14:00;71;221;128;265
15:00;78;180;150;306
16:00;76;145;153;310
17:00;85;124;207;401
18:00;89;118;221;427
19:00;98;139;302;559
20:00;75;157;186;358
21:00;68;206;146;290
22:00;53;190;87;187
23:00;49;144;73;160
