CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;73;93;145;295
01:00;61;102;93;202
02:00;51;75;17;78
03:00;50;51;13;70
04:00;50;73;15;73
05:00;45;48;15;69
06:00;39;58;14;61
07:00;41;52;22;75
08:00;46;59;37;102
09:00;52;65;40;113
10:00;61;60;57;148
11:00;57;76;58;145
12:00;57;88;48;130
13:00;57;61;40;119
14:00;65;58;52;145
15:00;59;37;41;121
16:00;66;41;49;141
17:00;80;48;91;219
18:00;105;43;118;285
19:00;86;44;73;197
20:00;103;46;129;300
21:00;89;60;106;251
22:00;83;67;129;279
23:00;84;73;186;368
