CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;35;21;36;90
01:00;33;13;26;71
02:00;34;38;22;67
03:00;29;37;16;53
04:00;29;37;22;62
05:00;33;29;28;75
06:00;56;35;130;254
07:00;68;46;224;409
08:00;73;64;179;347
09:00;57;70;108;221
10:00;58;66;87;190
11:00;61;62;80;182
12:00;58;57;77;174
13:00;59;59;76;174
14:00;63;56;80;185
15:00;65;59;88;198
16:00;74;51;114;247
17:00;71;34;79;191
18:00;64;40;85;192
19:00;60;49;91;199
20:00;54;35;83;179
21:00;53;38;82;177
22:00;41;51;49;114
23:00;43;38;50;118
