CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;53;29;24;100;770;206
01:00;48;28;24;79;650;169
02:00;39;37;33;35;380;93
03:00;37;36;33;38;360;95
04:00;32;37;34;34;360;83
05:00;37;37;34;53;430;117
06:00;40;37;34;92;500;180
07:00;60;35;32;174;930;326
08:00;69;30;27;208;1060;387
09:00;72;31;28;202;970;380
10:00;79;37;29;198;930;382
11:00;69;29;22;117;560;248
12:00;79;21;15;115;540;255
13:00;67;19;14;79;440;188
14:00;86;18;12;98;500;236
15:00;88;18;13;102;650;243
16:00;81;18;12;80;450;202
17:00;89;20;13;105;720;250
18:00;111;23;16;197;1010;413
19:00;117;23;16;152;960;349
20:00;124;27;19;243;1360;497
21:00;119;29;20;291;1580;563
22:00;83;27;20;184;1220;365
23:00;64;28;23;141;960;279
