CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;1.0872;51.8944;52.6962;27.4299;66.3487;515.994;871.505;153.2
01:00;0.867972;41.5807;35.876;25.8996;40.858;423.358;816.595;104.1
02:00;0.64258;29.9422;26.659;20.2242;14.9342;283.684;736.767;52.7
03:00;0.750516;34.7906;28.1132;20.5396;31.475;274.63;650.506;82.9
04:00;0.639545;34.2044;27.6278;20.1539;28.2016;274.262;552.212;77.3
05:00;1.13529;37.8514;28.3843;21.0497;48.9763;273.695;464.354;112.8
06:00;1.37132;55.046;39.8895;28.7519;156.496;655.83;433.234;294.1
07:00;2.45165;72.7859;48.4203;35.153;297.245;999.75;462.65;526.9
08:00;2.07722;75.8085;54.7609;39.4812;336.627;1101.96;535.896;592.315
09:00;1.71023;69.5089;52.0127;38.6022;241.088;828.54;586.544;439.415
10:00;1.76579;70.5328;57.0722;43.4988;231.707;757.87;645.817;426.391
11:00;1.46179;66.1733;55.7378;44.4051;187.904;671.51;695.427;354.195
12:00;1.03355;61.2516;52.4485;40.8909;168.625;571.11;732.533;319.816
13:00;1.31071;67.2005;47.1109;33.8934;160.344;615.88;775.306;313.33
14:00;1.11873;71.0345;33.3012;21.9031;129.498;574.24;765.108;269.921
15:00;0.784029;71.6025;27.2706;16.0186;118.431;530.5;706.451;253.169
16:00;0.866893;63.3129;27.9889;14.7859;92.2066;459.756;626.176;204.859
17:00;2.16057;66.3737;28.2219;16.0358;101.299;536.35;589.652;221.619
18:00;1.56178;83.2192;33.6383;19.2565;169.218;699.13;582.309;342.84
19:00;1.91499;79.8757;34.7433;21.3627;170.088;801.84;598.601;340.998
20:00;1.92188;81.4954;47.0712;30.3757;207.956;988.88;650.822;400.419
21:00;1.19004;68.6921;37.7188;25.0048;156.647;734.52;665.652;309.041
22:00;1.34929;54.5264;31.5344;22.6501;122.545;608.11;669.886;242.566
23:00;0.710787;38.5108;26.5539;19.5883;46.6288;312.665;689.798;109.973
00:00;0.614262;26.3564;24.4115;17.808;21.2122;229.631;668.785;58.9055
