CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;38.6883;53.9058;39.6081;37.5693;660.46;1018.69;96.4811
01:00;72.042;170.548;82.7722;206.164;2030.95;1628.73;388.311
02:00;61.5518;145.864;78.488;145.109;1772.27;1646.68;284.168
03:00;53.5316;275.867;81.1929;89.8921;1397.85;1621.79;191.431
04:00;47.6353;116.47;69.2931;52.0924;1229.83;1602.75;127.548
05:00;54.6363;66.9324;51.4787;92.6954;934.79;1540.88;196.837
06:00;59.5708;40.7011;30.2447;120.885;863.34;1452.75;245.14
07:00;69.4929;45.2008;31.9521;169.525;1146.42;1401.21;329.638
08:00;88.3036;61.2049;38.1145;210.248;1323.81;1337.41;410.562
09:00;62.8341;68.5046;31.4314;107.586;920.95;1198.66;227.828
10:00;58.4257;57.7903;26.5679;86.2373;700.7;1064.71;190.744
11:00;59.9481;62.5434;27.5616;91.6916;729.1;981.117;200.556
12:00;51.7541;53.4647;24.0556;75.2388;651.04;908.769;167.251
13:00;61.6199;51.489;19.8846;84.9695;686.35;877.714;192.132
14:00;64.373;39.38;18.6677;82.0117;674.07;854.055;190.074
15:00;72.6318;100.292;43.4071;135.047;936.19;827.776;279.701
16:00;79.8693;84.8048;44.92;165.377;1135.39;804.224;333.686
17:00;80.3789;72.9668;46.9733;198.091;1318.4;853.905;384.305
18:00;75.1373;61.4356;47.6726;163.408;1277.59;926.016;325.819
19:00;72.3321;68.3865;53.8681;173.49;1215.28;986.789;338.279
20:00;68.9419;76.1264;59.459;156.193;1191.04;1054.29;308.816
21:00;61.2325;66.8365;51.3597;107.84;932.51;1085.06;226.779
22:00;53.9838;66.9254;46.9482;69.6501;842.74;1106.14;160.821
23:00;46.6666;53.9142;38.3591;58.2976;711.49;1078.06;136.112
