CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;72;50;27;105;910;232
01:00;62;47;25;78;750;181
02:00;43;48;29;42;510;105
03:00;35;48;28;41;450;97
04:00;31;47;27;58;460;118
05:00;35;45;26;70;420;141
06:00;46;45;26;146;640;268
07:00;57;46;26;202;1030;365
08:00;75;44;25;208;1170;394
09:00;90;34;19;211;1200;412
10:00;88;26;13;148;850;313
11:00;94;14;7;120;800;276
12:00;58;11;5;63;450;151
13:00;63;20;7;54;480;144
14:00;63;14;5;55;420;146
15:00;64;16;5;51;360;141
16:00;68;11;5;53;480;147
17:00;71;14;5;60;610;162
18:00;81;15;6;63;720;176
19:00;90;15;7;70;630;197
20:00;116;23;11;132;1040;318
21:00;109;40;21;130;1120;307
22:00;109;50;27;183;1340;388
23:00;84;50;28;107;920;247
