CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;74;234;127;2610;267
01:00;39;63;18;710;65
02:00;38;69;13;730;57
03:00;45;74;22;780;77
04:00;43;76;20;620;73
05:00;39;59;21;530;72
06:00;73;44;140;820;286
07:00;95;63;241;1640;462
08:00;84;82;180;1480;359
09:00;87;63;167;1230;340
10:00;80;51;134;960;284
11:00;77;55;121;1060;261
12:00;65;56;89;950;199
13:00;72;65;109;1110;238
14:00;87;73;116;1270;263
15:00;102;98;173;1610;364
16:00;115;80;260;2730;512
17:00;113;114;260;2350;509
18:00;116;133;242;2700;486
19:00;97;145;195;2370;395
20:00;95;162;204;2430;405
21:00;88;170;148;2280;313
22:00;80;181;130;2110;278
23:00;77;203;126;2380;268
