CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;35;16;21;590;67
01:00;36;11;14;460;58
02:00;43;31;11;640;59
03:00;35;22;7;550;46
04:00;31;21;12;450;48
05:00;24;11;11;390;41
06:00;41;10;33;530;90
07:00;59;23;63;920;155
08:00;73;36;82;1130;198
09:00;72;59;93;1330;213
10:00;79;58;107;1290;243
11:00;80;64;106;1400;243
12:00;71;77;81;1260;195
13:00;75;64;76;1100;191
14:00;83;81;96;1130;230
15:00;85;62;92;1160;225
16:00;80;63;87;1240;213
17:00;85;54;85;1250;215
18:00;86;66;92;1310;227
19:00;87;67;100;1350;239
20:00;77;74;92;1530;217
21:00;62;75;57;1010;149
22:00;52;49;46;880;122
23:00;43;31;33;710;94
