CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;81;61;810;174
01:00;57;39;670;116
02:00;42;28;560;85
03:00;21;13;470;41
04:00;23;15;490;46
05:00;34;36;500;87
06:00;41;69;630;146
07:00;60;142;1020;276
08:00;67;146;1060;289
09:00;69;130;1080;267
10:00;80;111;950;250
11:00;79;94;930;222
12:00;74;56;680;159
13:00;69;43;590;136
14:00;64;45;510;133
15:00;67;47;560;138
16:00;75;50;680;152
17:00;74;48;670;147
18:00;93;66;820;193
19:00;111;87;870;243
20:00;123;110;1040;292
21:00;127;150;1110;357
22:00;116;147;1190;340
23:00;100;107;1090;264
