CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;167;127;283;3250;488
01:00;54;105;79;163;2200;301
02:00;47;109;93;117;2290;224
03:00;46;125;101;140;2460;259
04:00;42;93;79;104;1890;199
05:00;50;86;68;136;1670;256
06:00;55;77;70;161;1900;299
07:00;65;78;70;250;2480;446
08:00;70;75;66;255;2500;459
09:00;83;75;62;322;2430;574
10:00;77;59;42;226;1550;421
11:00;62;60;41;128;1090;255
12:00;59;57;38;111;1030;226
13:00;63;42;35;125;1190;252
14:00;62;45;37;126;1150;253
15:00;65;51;42;153;1420;298
16:00;76;64;53;224;2030;418
17:00;73;72;60;221;2180;409
18:00;78;78;69;255;2560;469
19:00;72;85;75;227;2390;418
20:00;62;107;81;184;2210;343
21:00;53;97;70;113;1490;225
22:00;53;122;86;168;2030;309
23:00;62;159;113;283;3180;495
