CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;51;15;740;63
01:00;26;47;11;520;42
02:00;26;50;4;480;32
03:00;23;67;3;450;28
04:00;19;31;4;400;26
05:00;52;31;45;700;121
06:00;79;42;154;1590;314
07:00;85;43;132;1610;286
08:00;79;100;75;1110;194
09:00;82;115;83;1270;208
10:00;73;86;63;1180;169
11:00;79;77;63;1200;175
12:00;67;53;47;980;139
13:00;66;72;44;910;134
14:00;63;45;43;840;128
15:00;76;24;55;1120;159
16:00;;22;;;
17:00;85;46;76;1410;200
18:00;89;47;75;1300;203
19:00;83;34;56;1390;168
20:00;77;71;54;1160;159
21:00;76;73;64;1130;173
22:00;65;53;43;1030;130
23:00;48;49;20;770;79
