CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;81.5696;100.71;76.2742;142.959;1180.76;978.396;299.985
01:00;65.9719;69.5247;78.1438;92.0633;1057.04;1040.47;206.64
02:00;44.1289;45.5217;40.4348;10.928;397.411;884.38;60.795
03:00;39.9565;47.4584;40.8644;10.8989;361.529;804.382;56.595
04:00;32.4029;44.4576;34.8185;8.57478;301.774;707.319;45.465
05:00;26.8657;51.3847;29.5727;13.443;323.87;614.198;47.46
06:00;55.2049;46.282;36.4145;32.4741;413.3;517.984;104.79
07:00;76.8426;36.1112;32.3293;78.8927;744.765;480.771;197.4
08:00;91.7429;29.0199;21.0885;97.9026;702.223;471.719;241.29
09:00;88.2149;26.9491;18.4605;98.8843;659.532;488.05;239.295
10:00;76.5011;61.4725;33.4943;77.7528;639.488;518.31;195.3
11:00;70.8373;28.7042;24.5849;66.8412;557.113;542.758;172.935
12:00;62.5968;27.6476;24.841;55.7554;506.044;568.292;147.735
13:00;64.1982;35.448;22.8766;56.9585;495.138;589.7;151.2
14:00;66.8417;28.0162;22.5475;50.1943;457.347;595.206;143.535
15:00;63.6323;28.6677;25.7762;47.3806;471.857;561.093;136.08
16:00;77.7364;30.6085;28.9647;61.163;579.969;545.811;171.15
17:00;86.5376;36.8903;36.8581;67.5642;560.481;533.43;189.735
18:00;84.2863;35.6017;34.3303;68.0815;639.006;533.369;188.265
19:00;84.6295;33.2939;31.6779;62.2799;596.677;538.315;179.76
20:00;109.565;40.0502;35.629;86.7681;802.484;575.37;242.13
21:00;126.447;60.9886;53.8194;162.685;1295.16;675.373;375.06
22:00;119.433;72.9743;67.185;225.349;1592.21;817.231;463.785
23:00;94.5327;70.2173;68.2005;137.034;1160.39;903.297;303.975
