CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;59;101;59;1060;148
01:00;49;71;35;790;101
02:00;52;81;23;650;87
03:00;42;78;14;510;63
04:00;40;49;23;470;74
05:00;50;45;65;710;149
06:00;68;43;134;1340;272
07:00;83;85;169;2280;339
08:00;97;102;190;2230;386
09:00;83;97;126;1260;276
10:00;82;86;114;1440;256
11:00;76;69;76;1300;192
12:00;76;57;79;1230;196
13:00;78;53;83;990;204
14:00;75;64;67;920;177
15:00;86;77;73;1150;196
16:00;83;64;69;980;189
17:00;96;53;119;1300;278
18:00;97;69;106;1270;258
19:00;92;60;86;1480;222
20:00;103;63;124;1880;292
21:00;85;66;70;1160;191
22:00;84;79;102;1470;240
23:00;69;78;59;1210;160
