CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;66;215;163;315
01:00;57;146;119;239
02:00;41;73;78;161
03:00;36;55;59;127
04:00;32;44;48;106
05:00;34;64;77;152
06:00;42;72;159;285
07:00;41;81;168;299
08:00;42;90;178;314
09:00;55;111;178;327
10:00;73;121;179;348
11:00;85;119;124;275
12:00;97;74;117;277
13:00;98;92;86;229
14:00;93;70;73;204
15:00;97;48;72;207
16:00;114;61;95;260
17:00;103;40;88;237
18:00;126;48;105;287
19:00;130;67;128;326
20:00;142;90;259;539
21:00;134;151;310;608
22:00;94;220;214;421
23:00;77;209;198;379
