CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;27;25;22;22;530;60
01:00;22;44;41;29;720;66
02:00;19;41;39;23;660;54
03:00;19;41;39;21;650;52
04:00;18;33;30;18;610;44
05:00;15;29;27;18;540;42
06:00;18;28;25;22;560;51
07:00;21;26;23;33;590;71
08:00;26;26;23;55;690;109
09:00;28;26;24;55;680;111
10:00;35;27;25;105;850;195
11:00;35;28;25;104;970;194
12:00;46;34;31;157;1160;285
13:00;49;32;30;130;1120;248
14:00;54;34;31;157;1330;293
15:00;54;35;33;112;1070;226
16:00;53;34;32;119;1220;236
17:00;44;28;25;112;1100;213
18:00;45;27;24;81;850;169
19:00;46;28;25;77;850;163
20:00;38;26;23;69;810;142
21:00;46;25;22;53;730;127
22:00;38;25;22;41;640;101
23:00;36;26;24;32;610;85
