CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;77;53;24;560;80
01:00;41;;;23;650;76
02:00;40;;;14;620;61
03:00;36;;;13;580;55
04:00;34;;;12;550;51
05:00;37;;;17;550;62
06:00;45;;;43;630;111
07:00;56;;;107;1000;221
08:00;61;;;98;940;211
09:00;65;;;122;960;251
10:00;65;;;124;930;256
11:00;62;;;132;1000;264
12:00;65;;;105;850;226
13:00;73;;;107;860;236
14:00;66;;;103;830;223
15:00;74;;;127;930;268
16:00;76;;;118;1100;255
17:00;79;;;124;1140;268
18:00;100;;;164;1380;350
19:00;98;;;156;1260;337
20:00;79;;;99;990;231
21:00;76;;;80;910;198
22:00;71;;;67;890;174
23:00;56;64;45;39;660;116
