CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;58;211;163;272;3850;475
01:00;50;205;148;244;3910;424
02:00;36;165;137;157;2830;276
03:00;34;170;125;108;2400;199
04:00;36;152;109;102;2000;192
05:00;39;157;114;178;2220;311
06:00;50;151;105;239;2290;415
07:00;56;146;100;278;2650;482
08:00;68;138;95;328;3310;570
09:00;77;133;91;339;2570;596
10:00;84;124;83;321;2290;574
11:00;86;112;74;272;2260;503
12:00;85;123;63;203;1680;397
13:00;84;102;53;166;1530;338
14:00;79;69;36;115;1010;255
15:00;77;62;31;114;1140;250
16:00;106;86;42;217;2320;440
17:00;110;140;63;333;3160;619
18:00;117;127;83;409;3840;744
19:00;115;158;105;403;3350;732
20:00;124;194;126;541;5220;953
21:00;101;188;124;430;4040;760
22:00;111;207;140;535;4890;931
23:00;71;213;148;299;3790;529
