CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;63;46;1140
01:00;63;46;1080
02:00;34;25;830
03:00;36;26;750
04:00;37;27;680
05:00;38;28;630
06:00;46;32;640
07:00;45;34;770
08:00;48;36;940
09:00;42;30;1030
10:00;43;25;1050
11:00;36;19;1050
12:00;37;19;1010
13:00;41;19;930
14:00;37;17;880
15:00;31;17;830
16:00;38;17;830
17:00;39;18;870
18:00;37;19;900
19:00;34;19;960
20:00;55;29;1030
21:00;69;40;1060
22:00;68;43;1120
23:00;67;48;1160
