CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;70;42;65;168
01:00;61;47;64;157
02:00;36;39;25;73
03:00;28;30;20;57
04:00;28;20;21;59
05:00;36;17;27;77
06:00;40;16;40;100
07:00;52;29;70;157
08:00;51;45;63;147
09:00;56;35;65;155
10:00;62;34;69;165
11:00;66;34;62;160
12:00;63;52;56;148
13:00;70;37;64;167
14:00;72;38;73;182
15:00;71;27;66;170
16:00;78;32;67;178
17:00;78;39;65;175
18:00;70;30;54;151
19:00;80;33;67;181
20:00;93;31;95;237
21:00;94;29;85;223
22:00;92;40;106;252
23:00;80;49;100;231
