CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;106;1200;206
01:00;41;98;870;192
02:00;45;54;690;127
03:00;43;54;640;125
04:00;38;39;440;98
05:00;38;31;420;85
06:00;46;45;440;115
07:00;49;42;400;113
08:00;56;82;570;181
09:00;59;96;660;205
10:00;54;81;600;177
11:00;56;81;680;179
12:00;57;79;670;177
13:00;70;86;820;201
14:00;65;74;850;177
15:00;74;97;810;222
16:00;74;80;810;194
17:00;76;88;1080;210
18:00;70;71;760;178
19:00;74;98;810;222
20:00;82;181;1350;357
21:00;81;198;1390;382
22:00;83;221;1550;421
23:00;53;134;1180;259
