CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;34;29;390
01:00;27;23;280
02:00;43;41;490
03:00;44;43;460
04:00;49;48;420
05:00;45;42;380
06:00;38;34;360
07:00;37;35;340
08:00;38;36;390
09:00;33;31;340
10:00;31;28;390
11:00;29;26;470
12:00;29;27;420
13:00;30;27;620
14:00;23;19;310
15:00;25;20;500
16:00;23;19;610
17:00;26;21;580
18:00;23;20;630
19:00;27;22;940
20:00;30;26;1120
21:00;30;27;790
22:00;31;28;610
23:00;33;30;590
