CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;61;69;64;1220;159
01:00;52;45;59;1250;142
02:00;41;75;62;1040;137
03:00;33;65;53;970;114
04:00;32;69;53;990;112
05:00;38;48;45;920;108
06:00;41;74;52;900;121
07:00;42;68;37;810;99
08:00;34;87;29;660;79
09:00;37;57;28;750;79
10:00;51;77;44;1150;119
11:00;44;73;24;830;81
12:00;52;54;29;850;98
13:00;48;42;21;700;80
14:00;42;36;17;640;69
15:00;42;32;18;650;70
16:00;45;42;22;670;79
17:00;51;39;26;660;90
18:00;56;41;29;770;100
19:00;67;61;44;1220;134
20:00;74;45;49;1330;149
21:00;86;55;88;1540;221
22:00;74;72;67;1490;177
23:00;73;69;101;1560;227
