CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;66;36;85;196
01:00;59;27;65;158
02:00;49;98;46;119
03:00;43;59;47;116
04:00;35;37;34;88
05:00;39;39;63;135
06:00;51;37;123;239
07:00;74;33;201;380
08:00;84;40;240;451
09:00;75;44;197;377
10:00;79;45;217;412
11:00;94;50;234;452
12:00;90;62;208;408
13:00;88;64;149;317
14:00;105;50;203;417
15:00;90;64;156;329
16:00;80;75;137;291
17:00;87;63;153;322
18:00;95;60;186;380
19:00;84;69;205;399
20:00;79;53;143;297
21:00;80;46;136;289
22:00;72;52;101;226
23:00;73;40;132;275
