CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;28;45;21;60
01:00;20;25;11;37
02:00;20;16;13;39
03:00;24;23;14;45
04:00;17;15;9;30
05:00;15;17;12;33
06:00;31;22;32;80
07:00;38;17;51;117
08:00;41;24;52;120
09:00;47;27;54;130
10:00;46;25;55;130
11:00;44;33;45;113
12:00;46;27;49;121
13:00;48;70;47;119
14:00;42;68;41;105
15:00;43;63;38;102
16:00;62;56;62;156
17:00;62;64;65;161
18:00;56;55;55;140
19:00;56;66;53;136
20:00;58;65;67;160
21:00;61;62;79;181
22:00;50;68;51;127
23:00;42;80;40;104
