CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;41;38;42;106
01:00;26;29;22;59
02:00;15;26;12;32
03:00;7;16;7;18
04:00;8;12;7;18
05:00;12;8;8;23
06:00;14;7;9;28
07:00;22;9;18;49
08:00;26;17;24;62
09:00;28;13;28;70
10:00;34;18;34;85
11:00;40;20;47;111
12:00;37;22;43;102
13:00;45;28;59;135
14:00;49;31;67;151
15:00;41;34;51;119
16:00;56;19;79;177
17:00;56;12;79;177
18:00;57;18;78;176
19:00;55;33;75;170
20:00;46;33;64;144
21:00;44;32;59;134
22:00;41;46;50;118
23:00;43;44;53;124
