CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;21;30;12;710;39
01:00;17;41;10;460;32
02:00;12;21;7;460;22
03:00;12;24;7;430;21
04:00;13;36;7;450;23
05:00;17;28;9;440;31
06:00;19;11;15;500;41
07:00;19;22;14;490;39
08:00;28;20;31;660;75
09:00;25;35;33;680;75
10:00;23;27;31;670;70
11:00;31;32;46;860;100
12:00;39;45;49;1030;114
13:00;35;40;49;1040;109
14:00;36;35;38;830;93
15:00;44;41;62;1110;138
16:00;54;58;78;1300;173
17:00;55;35;86;1390;186
18:00;59;81;93;1510;201
19:00;65;63;100;1740;218
20:00;64;69;116;1970;241
21:00;55;84;89;1560;191
22:00;36;66;46;1030;107
23:00;30;63;34;930;83
