CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;81;153;1750;314
01:00;20;10;400;35
02:00;17;9;350;30
03:00;15;8;340;26
04:00;21;9;360;34
05:00;25;16;340;48
06:00;40;41;420;102
07:00;75;115;1010;250
08:00;69;104;880;227
09:00;61;88;770;195
10:00;65;86;880;196
11:00;62;70;720;168
12:00;55;62;710;150
13:00;48;52;650;127
14:00;64;74;610;176
15:00;67;85;670;197
16:00;78;99;850;229
17:00;63;73;700;175
18:00;83;105;970;242
19:00;99;179;1190;372
20:00;98;151;1320;329
21:00;104;197;1760;406
22:00;79;99;1430;230
23:00;92;173;1920;356
