CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;3.37761;55.1624;75.8799;51.775;128.217;994.37;1381.83;251.1
01:00;3.04959;39.7814;75.3473;51.7843;113.036;856.05;1339.46;212.5
02:00;3.37396;36.8524;72.0995;54.3404;82.2206;653.89;1272.85;162.5
03:00;2.75601;35.4968;72.1682;58.6968;25.2649;523.963;1147.07;74.2
04:00;1.95272;37.854;68.2429;52.4352;20.4023;422.118;980.795;69.1
05:00;1.6885;36.3518;60.9201;45.4532;27.2269;389.1;812.8;78
06:00;1.9538;46.4535;59.7008;42.4169;77.1907;488.502;690.773;164.5
07:00;2.82848;62.7092;58.5027;40.5135;156.797;817.65;643.205;302.3
08:00;2.52219;64.1541;63.2405;42.2018;202.309;936.16;635.929;374.213
09:00;1.69187;47.4663;51.6329;36.0303;111.476;538.492;596.234;218.523
10:00;2.27255;49.4123;53.8025;36.3332;125.375;641.69;594.709;241.707
11:00;1.83019;53.4306;52.3009;34.9092;126.79;678.43;614.018;247.98
12:00;2.22558;60.6421;58.9027;38.0292;143.386;766.02;657.005;280.539
13:00;2.1991;69.7884;62.1193;38.2747;163.223;780.25;705.899;320.188
14:00;2.18786;64.6381;58.3981;34.5099;141.825;758.37;739.633;282.329
15:00;2.17292;66.3492;49.1749;27.1452;131.017;746.66;730.759;267.272
16:00;1.90551;83.6682;60.9622;30.6111;149.248;858.09;721;312.687
17:00;2.26779;103.453;62.751;32.3438;128.868;778.79;751.037;301.032
18:00;2.74177;116.353;73.0521;37.1466;182.961;1046.25;801.607;397.008
19:00;3.31581;110.018;77.6507;39.8569;168.693;1011.66;843.261;368.822
20:00;3.51484;95.1919;76.4932;43.5561;233.436;1325.26;913.166;453.527
21:00;3.30131;83.2267;76.0908;45.5265;195.293;1086.11;951.399;382.297
22:00;3.15217;75.0789;68.4212;47.4053;157.202;971.1;977.99;316.309
23:00;2.82833;63.3538;67.7783;49.6207;112.028;791.87;983.641;235.515
00:00;2.92181;44.0038;63.6071;47.7805;49.1793;486.288;1001.58;119.45
