CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;53;134;190;343
01:00;39;124;148;264
02:00;32;74;16;56
03:00;32;71;16;56
04:00;33;71;28;77
05:00;35;79;63;131
06:00;41;87;132;243
07:00;49;93;210;370
08:00;71;117;323;565
09:00;58;144;237;421
10:00;61;118;183;342
11:00;74;94;177;345
12:00;72;76;153;307
13:00;71;125;169;329
14:00;71;158;138;281
15:00;81;132;166;335
16:00;80;111;162;328
17:00;93;98;226;440
18:00;101;122;256;492
19:00;91;130;231;444
20:00;87;139;252;473
21:00;77;159;152;309
22:00;73;119;187;358
23:00;60;137;200;366
