CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;32;19;520;59
01:00;78;79;1840;198
02:00;74;87;2150;206
03:00;66;63;2230;162
04:00;64;76;2140;180
05:00;69;108;2240;234
06:00;66;123;2440;253
07:00;;;2570;
08:00;80;228;2720;428
09:00;105;283;2820;537
10:00;102;205;1540;415
11:00;95;136;1200;301
12:00;85;91;940;225
13:00;74;69;750;180
14:00;87;73;890;199
15:00;88;72;710;197
16:00;96;95;990;242
17:00;105;100;1230;259
18:00;111;123;1190;299
19:00;120;135;1450;326
20:00;115;137;1400;325
21:00;89;72;1190;199
22:00;75;52;1100;154
23:00;59;39;830;118
