CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;36;78;54;48;650;110
01:00;35;73;51;37;620;91
02:00;38;206;141;133;2030;242
03:00;31;197;136;153;2150;266
04:00;27;193;128;123;1920;215
05:00;26;196;134;129;2200;223
06:00;36;171;114;198;1860;340
07:00;39;162;110;203;1850;350
08:00;54;170;103;230;1860;407
09:00;68;164;94;258;1960;463
10:00;68;151;95;253;2070;456
11:00;57;137;91;169;1670;315
12:00;72;159;102;176;1920;342
13:00;65;153;102;125;2060;257
14:00;72;128;82;146;1720;296
15:00;77;91;57;98;1310;228
16:00;75;80;51;104;960;236
17:00;73;89;59;106;1120;237
18:00;64;90;60;110;1000;233
19:00;61;93;63;88;960;196
20:00;58;93;63;85;880;188
21:00;52;85;58;70;800;160
22:00;44;82;57;69;700;149
23:00;42;84;57;67;700;146
