CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;49;143;138;144;2140;269
01:00;48;593;176;176;2410;318
02:00;44;547;186;124;2140;233
03:00;38;482;182;102;2060;193
04:00;39;277;165;104;1950;197
05:00;39;206;164;130;2290;238
06:00;46;145;143;186;2500;329
07:00;55;147;143;254;2780;444
08:00;70;139;136;303;3260;534
09:00;89;148;137;361;2990;640
10:00;82;135;129;285;2620;517
11:00;80;126;121;254;2240;470
12:00;78;115;109;187;1850;365
13:00;88;104;97;184;1680;369
14:00;86;103;96;196;1670;385
15:00;76;85;72;176;1440;346
16:00;86;76;68;208;1530;404
17:00;75;78;75;182;1550;353
18:00;79;92;88;209;1850;400
19:00;77;106;102;220;1950;414
20:00;73;114;111;222;2070;413
21:00;69;120;117;197;2130;371
22:00;68;129;125;215;2320;398
23:00;55;141;137;165;2210;307
