CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;91;62;1110;144
01:00;43;85;41;910;105
02:00;38;80;37;860;94
03:00;31;77;32;800;78
04:00;32;77;43;710;97
05:00;38;69;128;1010;232
06:00;40;78;171;1350;300
07:00;40;101;168;1540;297
08:00;62;108;204;2040;373
09:00;94;133;218;2390;425
10:00;100;163;138;2090;309
11:00;92;234;100;1400;243
12:00;87;205;110;1240;253
13:00;83;168;80;1030;205
14:00;89;153;95;1140;233
15:00;80;86;68;1220;182
16:00;96;65;108;1500;260
17:00;91;76;83;1560;217
18:00;116;64;214;2500;441
19:00;122;88;353;3500;660
20:00;97;109;248;2690;474
21:00;81;138;172;2000;343
22:00;70;160;157;1970;308
23:00;58;117;100;1430;210
