CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;193;28;950;90
01:00;40;187;69;1990;146
02:00;38;193;58;1590;127
03:00;34;177;82;1680;159
04:00;34;131;86;1950;166
05:00;42;136;147;2080;267
06:00;46;154;190;2650;337
07:00;52;168;200;2980;358
08:00;77;176;277;3150;500
09:00;84;185;209;2620;404
10:00;81;212;148;1620;308
11:00;98;156;194;1980;395
12:00;115;114;272;2430;530
13:00;105;164;199;1960;410
14:00;;177;;;
15:00;103;136;237;2460;465
16:00;142;78;632;6220;1109
17:00;135;105;630;6220;1097
18:00;121;191;521;5520;919
19:00;108;245;462;4990;814
20:00;103;272;453;4900;794
21:00;100;244;382;4800;683
22:00;85;244;300;3690;545
23:00;85;230;333;3980;593
