CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;82;44;83;1220;209
01:00;72;27;41;490;135
02:00;71;57;77;670;188
03:00;66;54;87;740;199
04:00;55;55;84;610;183
05:00;51;49;81;560;175
06:00;58;65;116;750;235
07:00;64;72;77;640;183
08:00;61;56;62;430;156
09:00;68;50;65;440;167
10:00;63;56;53;370;145
11:00;71;46;76;480;187
12:00;65;54;55;480;149
13:00;73;51;64;510;170
14:00;83;66;72;680;192
15:00;106;96;152;1510;338
16:00;91;71;117;1220;270
17:00;71;64;80;1050;193
18:00;87;73;119;1490;269
19:00;80;67;97;1460;229
20:00;94;89;151;1900;325
21:00;91;77;146;1580;314
22:00;77;68;117;1460;256
23:00;75;57;122;1210;261
