CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;72;282;270;232;4050;427
01:00;39;122;115;33;1090;89
02:00;39;127;122;32;1130;88
03:00;37;104;99;24;940;74
04:00;41;134;127;38;1130;98
05:00;42;153;145;51;1330;119
06:00;51;164;151;122;1530;236
07:00;56;178;161;183;2080;336
08:00;63;180;165;224;2540;405
09:00;64;172;155;217;2190;395
10:00;67;157;142;201;1900;374
11:00;68;129;115;168;1570;324
12:00;61;91;80;133;1210;265
13:00;63;66;59;109;1080;228
14:00;76;54;47;127;1190;269
15:00;79;61;55;156;1350;317
16:00;93;63;59;189;1720;382
17:00;85;97;89;167;1870;340
18:00;92;134;124;211;2370;414
19:00;101;172;156;329;3250;605
20:00;98;216;203;315;3810;579
21:00;90;240;227;271;3670;503
22:00;82;259;247;231;3410;435
23:00;82;265;252;242;3510;451
