CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;86;49;93;227
01:00;67;58;57;153
02:00;56;52;24;93
03:00;30;51;10;45
04:00;25;43;10;41
05:00;34;27;15;56
06:00;61;19;74;174
07:00;80;33;145;302
08:00;85;53;190;376
09:00;85;56;126;278
10:00;85;58;103;243
11:00;80;49;91;218
12:00;81;41;75;195
13:00;68;27;55;151
14:00;82;16;63;178
15:00;80;19;66;180
16:00;83;29;58;171
17:00;91;32;65;190
18:00;104;34;85;233
19:00;112;38;104;271
20:00;101;36;88;235
21:00;104;35;91;242
22:00;85;46;65;185
23:00;95;49;115;271
