CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;86;70;37;85;1100;215
01:00;66;51;29;35;830;118
02:00;62;50;38;45;830;129
03:00;56;46;37;43;610;121
04:00;50;45;37;41;580;111
05:00;55;51;43;88;710;189
06:00;55;52;41;110;730;222
07:00;75;57;44;207;1120;391
08:00;91;66;52;239;1460;457
09:00;104;57;40;194;1340;400
10:00;96;48;32;119;960;278
11:00;94;43;23;99;760;245
12:00;96;31;15;81;690;220
13:00;98;31;14;79;630;218
14:00;95;26;13;76;680;210
15:00;98;25;12;81;640;221
16:00;103;24;12;78;790;222
17:00;113;29;15;90;810;249
18:00;126;30;16;92;870;267
19:00;116;30;14;108;860;280
20:00;119;37;14;123;990;307
21:00;132;121;32;202;1270;442
22:00;134;73;26;210;1720;456
23:00;101;75;35;113;1410;274
