CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;59;45;250;2420;426
01:00;31;259;149;112;3000;202
02:00;25;207;132;50;2760;101
03:00;26;167;111;43;2530;92
04:00;27;146;108;59;2500;117
05:00;29;135;107;79;2490;150
06:00;32;134;108;150;2800;261
07:00;35;110;89;154;2730;269
08:00;42;91;73;191;2780;335
09:00;62;91;72;249;3010;442
10:00;69;92;70;242;2580;439
11:00;62;74;57;213;2400;387
12:00;47;62;49;133;1830;250
13:00;48;66;51;110;;217
14:00;59;59;45;152;;292
15:00;62;48;35;150;;291
16:00;53;41;31;123;1760;242
17:00;47;36;26;135;1490;254
18:00;47;34;25;134;1290;250
19:00;46;42;30;138;1390;257
20:00;45;46;35;152;1620;277
21:00;41;46;34;153;1420;275
22:00;42;47;36;171;1910;303
23:00;44;58;44;210;2310;364
