CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;48;59;66;150
01:00;36;90;42;101
02:00;32;50;29;75
03:00;27;42;15;50
04:00;28;59;18;56
05:00;34;66;43;101
06:00;44;65;113;217
07:00;45;106;117;223
08:00;57;93;136;265
09:00;58;84;105;219
10:00;57;74;103;214
11:00;61;67;89;198
12:00;51;51;60;143
13:00;54;52;55;138
14:00;63;56;63;159
15:00;62;49;57;150
16:00;64;37;59;154
17:00;60;35;77;178
18:00;65;59;65;165
19:00;67;56;70;174
20:00;66;75;78;185
21:00;52;53;59;143
22:00;50;61;58;138
23:00;49;48;60;142
