CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;43;37;31;77;510;160
01:00;36;31;25;52;440;116
02:00;81;33;30;57;860;169
03:00;81;41;36;53;840;163
04:00;79;40;35;50;780;155
05:00;76;32;28;74;810;190
06:00;81;37;31;156;970;319
07:00;98;39;31;244;1330;471
08:00;109;37;27;237;1340;471
09:00;105;54;37;186;1340;388
10:00;114;55;38;181;1170;390
11:00;124;51;35;167;1060;379
12:00;87;34;21;128;660;283
13:00;78;25;17;108;550;242
14:00;37;24;16;43;490;103
15:00;41;21;14;47;470;112
16:00;40;22;14;56;;124
17:00;42;22;14;55;;126
18:00;46;24;15;69;390;151
19:00;46;26;16;66;480;147
20:00;70;30;20;120;610;254
21:00;75;33;23;133;540;279
22:00;71;44;31;142;640;287
23:00;55;50;39;106;490;217
