CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;80;79;200
01:00;55;41;118
02:00;66;53;147
03:00;62;37;118
04:00;53;38;110
05:00;51;65;149
06:00;63;143;281
07:00;66;177;337
08:00;80;164;331
09:00;86;151;317
10:00;93;126;287
11:00;98;131;298
12:00;103;103;260
13:00;104;104;263
14:00;116;93;258
15:00;118;92;257
16:00;127;122;313
17:00;112;86;243
18:00;109;81;234
19:00;100;76;216
20:00;103;103;260
21:00;100;100;253
22:00;;;
23:00;85;94;228
