CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;27;17;14;17;320;52
01:00;48;30;26;72;860;158
02:00;51;31;25;97;880;198
03:00;45;32;27;123;1000;233
04:00;39;25;21;62;650;134
05:00;44;25;21;77;550;161
06:00;55;30;23;222;880;394
07:00;61;31;25;286;1140;498
08:00;39;29;25;142;1000;256
09:00;48;34;29;188;1030;336
10:00;43;38;32;150;1080;271
11:00;56;37;31;175;1220;324
12:00;76;41;28;199;1410;381
13:00;90;31;23;266;1550;496
14:00;90;29;23;276;1680;511
15:00;79;29;24;202;1400;387
16:00;76;33;29;153;1220;310
17:00;48;25;22;59;710;138
18:00;50;23;20;65;710;149
19:00;46;23;20;55;630;130
20:00;46;23;21;60;630;137
21:00;50;18;15;49;530;124
22:00;56;21;17;53;550;137
23:00;36;20;17;33;460;86
