CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;100;52;69;1020;204
01:00;80;53;49;520;154
02:00;86;45;56;830;171
03:00;90;40;62;530;183
04:00;86;41;59;580;176
05:00;90;43;72;660;201
06:00;97;73;134;870;300
07:00;118;106;232;1510;471
08:00;118;105;171;1370;378
09:00;121;97;187;1420;406
10:00;121;92;164;1120;370
11:00;119;90;147;1040;343
12:00;102;62;92;630;241
13:00;110;68;112;850;279
14:00;104;56;92;750;244
15:00;108;43;94;770;249
16:00;104;43;90;830;240
17:00;114;49;100;860;266
18:00;114;52;108;1080;280
19:00;117;56;119;1020;300
20:00;128;77;176;1430;396
21:00;128;81;175;1570;396
22:00;119;70;132;1170;320
23:00;127;68;135;1170;333
