CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;79;53;124;267
01:00;63;53;53;143
02:00;26;60;20;55
03:00;28;42;23;63
04:00;27;53;25;63
05:00;33;54;44;98
06:00;48;43;101;201
07:00;66;56;180;340
08:00;67;69;163;314
09:00;70;71;139;281
10:00;75;76;149;301
11:00;81;83;111;248
12:00;80;62;85;208
13:00;90;53;99;240
14:00;83;40;87;214
15:00;92;55;101;244
16:00;;47;;
17:00;93;56;110;259
18:00;93;47;97;239
19:00;94;47;111;262
20:00;99;35;117;276
21:00;109;46;136;315
22:00;91;43;93;232
23:00;77;57;76;191
