CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;70;31;22;60;870;161
01:00;48;33;22;30;640;94
02:00;29;30;20;18;530;56
03:00;26;30;21;15;450;49
04:00;23;31;20;12;420;41
05:00;38;30;21;35;470;92
06:00;49;33;22;99;610;199
07:00;72;33;22;166;1280;325
08:00;65;31;22;167;1170;319
09:00;80;30;20;124;1030;270
10:00;84;29;19;99;1090;235
11:00;83;29;17;84;970;211
12:00;87;29;17;74;830;200
13:00;93;28;17;60;790;184
14:00;100;32;19;66;760;202
15:00;101;29;20;89;830;237
16:00;90;38;27;96;920;237
17:00;103;31;19;105;940;263
18:00;122;29;17;133;1090;326
19:00;111;28;17;98;950;261
20:00;133;29;17;198;1380;435
21:00;113;30;17;142;1180;329
22:00;110;29;17;144;1300;330
23:00;86;30;20;100;1050;238
