CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;38;117;82;161
01:00;33;112;53;113
02:00;35;75;53;116
03:00;32;56;60;124
04:00;31;59;67;134
05:00;31;61;64;130
06:00;42;63;154;278
07:00;46;71;200;351
08:00;49;66;206;364
09:00;58;62;222;397
10:00;60;69;184;342
11:00;69;59;177;339
12:00;61;67;133;265
13:00;58;67;115;235
14:00;58;62;136;265
15:00;66;86;196;366
16:00;57;87;145;279
17:00;66;84;152;299
18:00;72;81;190;364
19:00;67;89;204;380
20:00;59;108;217;392
21:00;54;111;181;332
22:00;51;114;153;286
23:00;43;115;127;237
