CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;51;23;21;22;580;85
01:00;41;23;21;14;480;62
02:00;65;60;46;27;1120;107
03:00;52;53;43;20;560;83
04:00;51;67;53;16;580;75
05:00;63;74;55;31;680;110
06:00;73;80;58;63;750;168
07:00;93;107;72;186;1410;377
08:00;107;120;71;234;1860;466
09:00;101;173;77;179;1360;375
10:00;110;212;91;201;1660;418
11:00;95;176;85;141;1300;312
12:00;102;148;69;139;1110;315
13:00;90;96;49;90;800;227
14:00;92;110;50;102;1030;247
15:00;100;83;39;108;1110;265
16:00;92;38;28;84;970;221
17:00;106;30;24;103;1150;263
18:00;95;25;22;78;950;215
19:00;96;33;28;77;990;214
20:00;90;38;32;76;910;207
21:00;79;34;30;51;790;157
22:00;66;29;26;36;670;121
23:00;57;22;20;29;570;101
