CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;48;31;30;380;93
01:00;34;43;30;17;360;60
02:00;72;141;76;56;890;157
03:00;65;94;76;52;850;145
04:00;61;94;82;52;790;141
05:00;50;95;85;20;630;80
06:00;47;79;71;34;570;98
07:00;65;75;54;73;680;177
08:00;85;88;54;134;930;291
09:00;97;97;56;160;940;342
10:00;86;86;43;139;620;298
11:00;76;70;34;97;510;224
12:00;66;43;25;62;460;160
13:00;79;53;27;72;490;190
14:00;75;50;22;63;420;172
15:00;58;43;17;42;350;123
16:00;66;32;16;50;440;143
17:00;72;40;18;54;460;156
18:00;78;45;20;57;520;165
19:00;84;65;26;75;660;199
20:00;71;48;24;61;550;165
21:00;67;43;24;58;560;156
22:00;66;49;30;58;590;153
23:00;55;46;31;46;470;125
