CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;40;66;28;720;84
01:00;51;95;50;;127
02:00;48;91;24;;83
03:00;48;82;29;1050;92
04:00;40;81;23;920;75
05:00;50;70;37;950;107
06:00;56;72;81;1060;179
07:00;62;78;111;1240;231
08:00;71;88;194;1930;367
09:00;74;99;196;2010;373
10:00;71;95;160;1710;314
11:00;64;83;134;1540;269
12:00;67;79;132;1580;269
13:00;71;90;148;1890;296
14:00;82;100;145;1600;304
15:00;79;96;121;1650;263
16:00;73;102;113;1710;245
17:00;84;90;134;2120;287
18:00;80;94;129;1850;277
19:00;71;96;116;1680;248
20:00;59;92;78;1280;178
21:00;52;81;70;1060;159
22:00;47;66;60;1000;138
23:00;48;79;47;950;121
