CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;28;54;22;62
01:00;26;44;22;59
02:00;27;50;23;61
03:00;21;44;15;44
04:00;19;38;11;37
05:00;18;33;13;37
06:00;19;20;17;44
07:00;23;18;22;56
08:00;35;11;36;89
09:00;42;16;49;117
10:00;30;19;35;83
11:00;39;19;45;107
12:00;47;28;59;136
13:00;63;44;92;203
14:00;64;63;92;205
15:00;61;69;89;196
16:00;69;60;74;182
17:00;53;48;47;124
18:00;36;45;40;96
19:00;45;37;46;116
20:00;71;26;122;258
21:00;64;32;98;213
22:00;59;46;83;186
23:00;44;48;54;126
