CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;34;91;65;134
01:00;32;96;38;90
02:00;26;82;32;75
03:00;26;79;23;60
04:00;27;72;27;68
05:00;29;60;41;91
06:00;36;53;103;192
07:00;53;51;186;337
08:00;61;49;169;317
09:00;66;51;215;395
10:00;69;45;195;368
11:00;68;49;214;394
12:00;56;48;153;289
13:00;64;41;165;315
14:00;64;50;201;370
15:00;66;57;188;353
16:00;72;73;206;387
17:00;67;92;200;372
18:00;75;90;229;425
19:00;65;85;219;399
20:00;52;97;176;319
21:00;52;111;147;276
22:00;47;111;137;256
23:00;43;98;89;177
