CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;70;115;1190;245
01:00;57;85;1070;186
02:00;42;76;880;159
03:00;36;54;750;118
04:00;37;66;780;137
05:00;33;79;740;153
06:00;40;144;920;259
07:00;54;251;1720;437
08:00;67;319;1900;554
09:00;83;314;1910;563
10:00;100;266;1500;506
11:00;87;151;1130;317
12:00;97;108;1030;261
13:00;105;91;870;244
14:00;102;81;820;225
15:00;112;90;900;248
16:00;138;123;1280;326
17:00;128;125;1180;317
18:00;;;1370;
19:00;147;206;1980;462
20:00;128;204;1840;439
21:00;117;265;2430;522
22:00;89;150;1610;317
23:00;78;135;1470;284
