CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;40;32;580;90
01:00;31;22;540;66
02:00;30;21;510;62
03:00;28;17;390;54
04:00;26;15;350;49
05:00;29;19;410;58
06:00;27;19;270;56
07:00;29;21;330;62
08:00;32;29;320;76
09:00;31;27;410;73
10:00;37;33;430;87
11:00;41;40;570;102
12:00;44;41;590;106
13:00;44;42;590;108
14:00;41;37;540;98
15:00;42;39;570;102
16:00;46;47;620;119
17:00;48;48;630;121
18:00;52;54;730;134
19:00;58;67;860;160
20:00;61;78;860;180
21:00;59;70;860;164
22:00;56;56;740;141
23:00;54;52;710;134
