CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;42;40;740;103
01:00;32;24;730;70
02:00;27;37;1120;84
03:00;28;30;1030;74
04:00;27;34;960;79
05:00;31;50;960;109
06:00;34;93;1120;176
07:00;44;170;1840;303
08:00;51;197;1850;352
09:00;63;243;1820;433
10:00;72;247;1590;450
11:00;63;158;1170;304
12:00;71;167;1240;325
13:00;73;160;1240;316
14:00;77;161;1290;323
15:00;90;183;1460;370
16:00;85;164;1530;335
17:00;86;167;1750;341
18:00;98;238;2000;462
19:00;94;245;2140;468
20:00;87;166;2000;340
21:00;74;153;1630;307
22:00;64;110;1600;232
23:00;53;75;980;166
