CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;15;12;380
01:00;16;13;180
02:00;15;12;140
03:00;15;12;140
04:00;16;12;160
05:00;17;13;160
06:00;18;16;280
07:00;18;16;590
08:00;22;18;940
09:00;21;17;560
10:00;20;15;470
11:00;19;13;360
12:00;19;14;480
13:00;21;15;400
14:00;23;17;490
15:00;23;17;380
16:00;20;16;510
17:00;21;17;480
18:00;22;17;730
19:00;22;17;560
20:00;24;21;820
21:00;28;25;810
22:00;25;22;450
23:00;21;18;450
