CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;51;235;251;435
01:00;55;127;75;169
02:00;31;90;28;75
03:00;27;58;23;63
04:00;39;39;34;91
05:00;46;33;42;111
06:00;35;22;24;72
07:00;66;21;180;342
08:00;79;22;310;554
09:00;108;44;523;909
10:00;98;131;361;651
11:00;102;224;410;731
12:00;60;177;130;259
13:00;46;161;64;145
14:00;44;155;62;140
15:00;58;139;95;205
16:00;71;137;135;278
17:00;92;140;250;474
18:00;126;148;568;996
19:00;126;146;604;1051
20:00;105;144;502;873
21:00;75;151;363;631
22:00;77;185;448;763
23:00;70;232;366;631
