CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;73;113;87;1430;205
01:00;63;94;85;1420;194
02:00;58;69;52;960;137
03:00;51;71;30;770;96
04:00;51;63;48;800;124
05:00;44;69;36;680;98
06:00;57;71;175;1190;324
07:00;83;115;276;1970;504
08:00;73;148;158;1610;315
09:00;85;176;194;2340;381
10:00;83;215;146;1900;305
11:00;;;;;
12:00;80;;71;1180;189
13:00;88;95;67;1080;191
14:00;88;100;68;1090;192
15:00;111;114;105;1290;272
16:00;106;100;91;1500;246
17:00;128;113;113;1690;301
18:00;119;111;129;1710;315
19:00;108;104;118;1620;288
20:00;133;90;228;2230;482
21:00;123;114;195;2230;422
22:00;104;143;177;2350;375
23:00;89;121;138;1960;300
