CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;99.5026;220.609;135.693;233.31;2253.75;1509.98;456
01:00;89.6878;209.866;142.65;193.188;2068.13;1688.53;384.9
02:00;66.6978;183.805;121.044;107.621;1643.5;1551.7;231.1
03:00;53.1192;163.983;115.628;93.5153;1472.83;1652.63;196
04:00;47.6071;157.484;112.533;87.9315;1308.98;1661.36;182
05:00;45.4497;156.865;115.244;89.6603;1326.81;1624.37;182.5
06:00;42.4946;160.618;117.105;108.503;1351.49;1590.66;208.3
07:00;50.6546;159.082;115.715;128.829;1393.31;1495.56;247.5
08:00;56.29;152.254;106.504;153.555;1515.26;1456.11;290.9
09:00;81.0751;145.619;91.0491;224.769;1680.48;1461.58;424.5
10:00;100.825;105.012;56.688;158.694;1286.8;1417;343.3
11:00;78.4904;72.567;36.0266;70.8802;881.55;1343.09;186.8
12:00;76.7432;45.5864;21.1721;56.6637;728.125;1270.48;163.3
13:00;64.7253;34.9669;15.7845;40.133;588.29;1178.16;126.1
14:00;68.1692;37.478;15.0085;40.9924;617.499;1086.41;130.8
15:00;69.1443;32.3617;15.9355;35.1017;563.239;982.655;122.8
16:00;70.9213;39.226;18.7468;40.1465;589.804;866.973;132.3
17:00;79.5765;47.2601;24.4559;43.2117;639.744;736.881;145.6
18:00;103.221;53.9821;27.9696;65.0106;831.23;679.935;202.6
19:00;124.059;69.8245;34.4656;93.0809;1161.05;714.873;266.3
20:00;140.478;96.8162;50.1606;149.447;1434.75;803.201;368.8
21:00;132.479;137.019;83.4384;161.576;1781.98;952.412;379.4
22:00;117.002;170.102;111.002;174.65;1805.58;1100.92;383.9
23:00;110.675;209.625;127.332;252.015;2171.79;1301.99;495.8
