CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;39.5858;71.4694;49.4582;21.6729;763.671;950.045;72.7
01:00;23.9598;49.4844;39.499;18.8349;621.289;807.576;52.7
02:00;22.2301;48.4027;39.1095;15.9325;604.28;782.259;46.6
03:00;17.555;47.7855;38.7455;10.1911;594.601;748.828;33.1
04:00;18.7001;48.2766;39.0475;16.7552;603.267;709.686;44.3
05:00;21.0265;52.8159;42.4948;15.2667;661.07;670.28;44.4
06:00;21.4596;68.2645;48.88;16.256;872.46;677.361;46.3
07:00;27.4701;60.8871;46.7077;42.6297;913.49;697.863;92.6
08:00;27.3012;58.7993;42.4415;42.6682;824.504;711.87;92.5
09:00;28.7115;67.6543;44.5773;59.0749;825.808;737.435;119
10:00;29.1371;67.1364;41.8322;46.5169;754.717;756.24;100.2
11:00;28.7577;56.2204;34.7948;45.6655;651.631;763.368;98.5
12:00;39.9674;50.3048;31.3097;51.9143;630.648;766.791;119.3
13:00;49.5462;43.8093;26.7068;50.5379;657.974;766.404;126.8
14:00;;41.063;25.988;;;751.253;
15:00;50.9639;59.9534;32.0135;53.753;767.309;730.37;133.1
16:00;52.1271;68.3069;38.5023;58.0236;818.494;729.512;140.8
17:00;56.0828;72.497;43.6502;67.275;879.323;737.157;158.9
18:00;49.0116;70.1678;45.4697;61.6763;833.743;748.446;143.3
19:00;59.0378;70.5179;48.4705;87.4597;1140.34;818.262;192.7
20:00;62.2634;80.7058;53.543;85.4822;1138.78;890.852;192.9
21:00;58.278;84.1149;58.5783;67.8964;1061.95;948.563;162
22:00;49.0812;80.9105;56.8995;38.1021;969.87;951.226;107.3
23:00;42.9325;71.1957;50.769;34.9157;812.685;956.898;96.3
