CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;60;128;87;1300;192
01:00;53;120;47;1050;125
02:00;41;86;24;680;77
03:00;39;62;28;680;80
04:00;43;55;70;770;149
05:00;56;60;157;1100;293
06:00;65;76;202;1440;372
07:00;72;102;245;1940;445
08:00;79;126;242;2130;446
09:00;81;171;212;1980;404
10:00;87;220;186;1900;369
11:00;92;229;157;1970;329
12:00;84;224;126;1580;275
13:00;91;201;108;1410;254
14:00;91;170;91;1410;228
15:00;84;159;70;1120;190
16:00;92;142;80;1160;212
17:00;105;91;112;1600;275
18:00;113;84;200;2440;417
19:00;98;97;128;1940;292
20:00;88;147;116;1480;264
21:00;93;139;202;2030;400
22:00;;114;;;
23:00;65;134;125;1650;255
