CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;70;88;44;1170;137
01:00;63;85;47;1160;134
02:00;40;58;18;640;67
03:00;35;61;15;570;57
04:00;23;61;8;540;35
05:00;32;55;13;450;52
06:00;31;56;15;420;53
07:00;61;53;43;440;126
08:00;58;53;46;490;127
09:00;65;64;68;520;168
10:00;61;64;66;590;162
11:00;55;63;47;670;126
12:00;59;54;39;620;118
13:00;67;55;41;620;129
14:00;67;61;42;710;130
15:00;62;64;35;710;115
16:00;73;69;42;690;136
17:00;75;58;49;730;150
18:00;82;63;58;760;170
19:00;93;62;56;830;178
20:00;95;62;45;870;163
21:00;103;86;84;990;230
22:00;97;88;67;1100;198
23:00;88;99;76;1170;202
