CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;3.99433;72.0765;82.332;48.9605;113.416;1249.81;1265.66;246.045
01:00;2.28349;40.9621;48.2866;40.4247;33.103;592.65;947.675;91.7432
02:00;2.05394;33.9403;47.0103;40.0314;26.6418;537.35;857.051;75.013
03:00;1.85834;27.9123;44.611;36.396;19.5038;461.83;666.936;57.7455
04:00;1.72107;30.3083;48.6413;38.4333;26.4128;470.66;606.334;70.8458
05:00;1.55515;31.4083;42.4696;33.9288;24.4713;473.79;553.459;68.9557
06:00;1.50709;38.0549;45.2772;35.6311;46.4317;461.7;515.166;109.339
07:00;1.54122;47.7862;52.3308;39.953;82.8864;591.69;513.414;174.941
08:00;1.70317;59.4188;55.8384;41.8903;110.618;738.77;541.055;229.233
09:00;2.07524;63.1747;68.8298;53.2173;125.084;916.9;581.586;255.07
10:00;2.34899;70.3256;69.8804;54.0722;137.976;958.93;634.284;282.129
11:00;2.62644;68.7739;68.1631;53.2522;140.402;989.98;700.302;284.036
12:00;2.53833;62.3627;57.6147;46.7492;92.2635;883.95;751.964;203.816
13:00;2.51865;61.2298;53.7653;44.8691;93.9019;832.81;796.841;205.262
14:00;2.19072;54.9483;79.2132;41.1745;71.7711;711.23;828.032;164.865
15:00;2.05656;65.5096;59.864;32.2433;76.6593;660.67;836.655;183.156
16:00;2.02147;80.0758;66.2474;32.0302;111.047;863.2;852.209;250.682
17:00;2.32584;;65.4856;33.4101;;;842.967;
18:00;2.66368;82.8866;77.2392;42.3036;121.044;992.43;847.753;268.446
19:00;3.02694;86.1764;87.9716;46.635;150.701;1072.24;859.504;317.36
20:00;3.59828;92.7486;96.1561;53.599;176.294;1329.2;923.111;363.138
21:00;3.9957;94.5601;100.965;57.3308;184.825;1391.6;1002.94;378.196
22:00;4.32513;83.7113;92.9157;59.0997;176.831;1435.31;1106.38;354.985
23:00;4.29495;82.4073;98.1362;57.7721;147.623;1389;1210.43;308.856
